X,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,start_x,school
167,female,group C,some college,standard,none,married,sometimes,yes,1,private,10-May,66,74,69,0,19
168,female,NA,associate's degree,free/reduced,completed,married,NA,yes,2,private,10-May,59,65,69,0,19
169,female,group B,high school,free/reduced,none,married,regularly,yes,NA,private,10-May,69,92,82,0,19
170,female,group D,bachelor's degree,standard,completed,married,regularly,yes,3,private,< 5,80,90,98,0,19
172,male,group D,some high school,standard,none,married,sometimes,no,1,private,> 10,54,44,44,0,19
173,female,group C,some college,free/reduced,completed,married,regularly,yes,4,NA,< 5,75,77,84,0,19
174,female,group B,bachelor's degree,free/reduced,none,single,sometimes,yes,4,school_bus,> 10,35,48,49,0,19
175,female,group C,some high school,free/reduced,none,single,sometimes,yes,1,NA,10-May,64,67,65,0,19
176,male,group E,associate's degree,standard,completed,single,regularly,yes,1,private,10-May,74,71,70,0,19
177,female,group B,associate's degree,standard,none,divorced,never,no,2,school_bus,< 5,63,80,79,0,19
178,female,group D,some college,standard,none,NA,regularly,yes,1,private,10-May,56,66,67,0,19
179,male,group B,some high school,free/reduced,completed,single,regularly,no,5,school_bus,10-May,68,80,77,0,19
180,male,group C,associate's degree,standard,none,married,regularly,no,3,school_bus,10-May,59,61,60,0,19
181,male,group C,high school,standard,none,divorced,sometimes,yes,1,school_bus,10-May,82,69,70,0,19
182,male,NA,associate's degree,standard,completed,single,sometimes,yes,1,school_bus,10-May,86,80,80,0,19
183,male,group D,associate's degree,standard,none,NA,sometimes,no,4,school_bus,< 5,82,80,81,0,19
184,female,group C,high school,free/reduced,completed,divorced,regularly,no,2,private,< 5,46,70,66,0,19
185,female,group B,some high school,standard,completed,married,regularly,no,4,private,< 5,60,61,66,0,19
186,female,group A,bachelor's degree,standard,none,married,sometimes,yes,1,school_bus,10-May,51,58,56,0,19
187,female,group D,high school,standard,none,divorced,sometimes,no,NA,school_bus,10-May,64,64,62,0,19
188,male,group B,NA,free/reduced,none,married,sometimes,no,3,private,< 5,59,59,60,0,19
189,female,group E,high school,standard,none,married,sometimes,no,1,school_bus,< 5,77,82,76,0,19
190,male,group C,associate's degree,standard,completed,married,regularly,yes,1,school_bus,< 5,68,71,74,0,19
191,female,group D,high school,standard,none,married,regularly,yes,1,school_bus,10-May,74,80,79,0,19
192,female,group D,NA,standard,none,married,sometimes,yes,1,private,> 10,88,93,93,0,19
193,male,group A,high school,standard,completed,single,sometimes,no,3,private,10-May,58,46,42,0,19
194,male,group D,high school,free/reduced,none,married,regularly,yes,2,school_bus,> 10,49,56,46,0,19
195,female,NA,some high school,standard,none,married,regularly,yes,0,school_bus,10-May,45,65,59,0,19
196,male,group C,master's degree,standard,none,married,regularly,no,4,private,> 10,83,80,86,0,19
197,male,group C,some high school,standard,none,married,sometimes,yes,1,private,10-May,68,67,58,0,19
198,male,group C,some high school,free/reduced,completed,single,regularly,yes,2,private,> 10,64,53,60,0,19
199,male,group E,associate's degree,standard,NA,married,sometimes,no,4,private,< 5,78,77,67,0,19
200,female,group E,some high school,standard,completed,divorced,regularly,yes,0,school_bus,< 5,88,82,87,0,19
201,female,group C,some college,standard,completed,married,sometimes,no,2,school_bus,> 10,71,77,80,0,19
202,female,NA,some high school,standard,completed,married,regularly,yes,4,private,10-May,71,82,77,0,19
203,female,group C,associate's degree,free/reduced,none,married,sometimes,yes,1,private,< 5,36,59,58,0,19
204,female,group C,some college,standard,none,single,never,no,3,school_bus,10-May,83,89,86,0,19
205,female,group C,some college,standard,NA,married,never,no,2,school_bus,> 10,42,55,51,0,19
207,female,group C,high school,standard,completed,married,sometimes,yes,4,school_bus,10-May,65,74,78,0,19
208,male,group C,high school,free/reduced,completed,single,sometimes,yes,1,NA,< 5,57,60,56,0,19
209,male,group D,some college,standard,none,married,sometimes,no,5,school_bus,10-May,85,90,89,0,19
210,female,group C,some high school,free/reduced,completed,married,sometimes,no,4,school_bus,10-May,50,66,70,0,19
211,female,group A,some college,standard,none,married,regularly,yes,4,private,> 10,79,77,83,0,19
212,female,group D,high school,standard,none,married,sometimes,no,2,NA,< 5,77,83,79,0,19
213,female,group D,associate's degree,standard,completed,single,sometimes,no,2,school_bus,10-May,64,68,77,0,19
214,female,group D,associate's degree,free/reduced,none,single,sometimes,yes,1,school_bus,< 5,59,65,67,0,19
215,female,group B,bachelor's degree,standard,completed,divorced,regularly,yes,5,school_bus,10-May,65,74,74,0,19
216,female,group C,high school,standard,none,married,regularly,yes,2,school_bus,10-May,54,61,61,0,19
217,female,group C,high school,standard,none,NA,regularly,yes,5,school_bus,< 5,62,74,68,0,19
218,female,group C,some college,free/reduced,completed,married,sometimes,no,3,school_bus,10-May,71,93,91,0,19
219,male,group E,high school,standard,none,single,regularly,yes,0,school_bus,10-May,66,61,53,0,19
220,male,group D,some high school,standard,none,single,regularly,no,1,school_bus,10-May,94,92,78,0,19
221,male,group D,high school,standard,none,married,regularly,yes,NA,school_bus,10-May,89,81,79,0,19
222,male,group B,high school,standard,none,single,sometimes,yes,1,school_bus,10-May,47,44,43,0,19
223,male,group C,associate's degree,standard,none,married,sometimes,yes,0,private,< 5,71,68,65,0,19
224,female,group C,bachelor's degree,standard,completed,divorced,regularly,no,NA,NA,10-May,54,78,78,0,19
225,female,group C,some high school,standard,none,married,sometimes,yes,3,private,< 5,62,77,69,0,19
226,female,group E,associate's degree,standard,completed,married,sometimes,yes,2,school_bus,10-May,96,99,100,0,19
227,male,group E,high school,standard,completed,married,sometimes,yes,3,school_bus,10-May,73,76,72,0,19
228,female,group A,some high school,standard,none,divorced,regularly,no,1,school_bus,> 10,71,67,69,0,19
229,male,group D,some college,standard,none,single,regularly,yes,3,school_bus,< 5,89,88,84,0,19
231,female,NA,bachelor's degree,standard,none,divorced,sometimes,yes,3,school_bus,< 5,58,63,62,0,19
233,female,group D,high school,standard,none,married,regularly,yes,4,school_bus,10-May,54,50,55,0,19
234,female,group D,associate's degree,standard,none,married,regularly,yes,2,private,> 10,90,86,92,0,19
235,female,group C,some college,free/reduced,completed,married,sometimes,no,1,private,> 10,50,68,69,0,19
236,male,group C,some high school,free/reduced,none,married,sometimes,no,4,private,NA,29,30,30,0,19
237,male,group C,bachelor's degree,standard,none,married,sometimes,no,3,school_bus,10-May,70,76,72,0,19
238,male,group C,some high school,free/reduced,completed,single,never,yes,4,school_bus,< 5,67,76,66,0,19
239,female,group D,associate's degree,standard,completed,divorced,never,yes,1,school_bus,< 5,47,53,56,0,19
240,male,group B,associate's degree,standard,none,married,never,no,2,school_bus,10-May,73,70,63,0,19
241,female,group D,some high school,standard,none,single,sometimes,no,3,school_bus,< 5,53,68,62,0,19
242,male,group D,bachelor's degree,standard,none,single,sometimes,NA,4,NA,10-May,72,70,68,0,19
243,female,group B,high school,free/reduced,completed,married,sometimes,yes,NA,private,10-May,47,58,54,0,19
244,male,group D,bachelor's degree,free/reduced,none,married,regularly,yes,5,private,< 5,63,69,59,0,19
245,female,NA,bachelor's degree,free/reduced,NA,married,sometimes,no,2,private,10-May,74,87,88,0,19
246,female,group D,some college,standard,completed,single,regularly,no,3,school_bus,> 10,84,90,100,0,19
247,male,group D,some college,free/reduced,completed,divorced,sometimes,yes,1,private,> 10,80,79,78,0,19
248,male,NA,associate's degree,standard,none,married,NA,yes,2,private,10-May,53,55,47,0,19
249,male,NA,bachelor's degree,standard,completed,single,sometimes,no,2,school_bus,10-May,58,55,51,0,19
250,female,group C,bachelor's degree,standard,completed,married,regularly,yes,6,private,< 5,81,89,93,0,19
251,male,group C,associate's degree,free/reduced,completed,single,sometimes,no,NA,school_bus,10-May,68,82,80,0,19
252,female,group C,some college,standard,completed,married,regularly,yes,2,private,10-May,73,79,82,0,19
253,male,group B,high school,standard,none,single,sometimes,yes,2,private,10-May,36,32,36,0,19
254,male,group C,some college,free/reduced,none,married,sometimes,no,1,private,10-May,61,58,59,0,19
255,male,group D,some high school,standard,completed,married,sometimes,yes,1,private,> 10,89,79,81,0,19
256,male,group B,high school,free/reduced,none,divorced,never,yes,2,private,10-May,63,65,57,0,19
257,female,group C,bachelor's degree,standard,NA,married,sometimes,no,4,school_bus,10-May,75,84,85,0,19
258,female,group C,some high school,free/reduced,none,single,sometimes,no,1,school_bus,10-May,46,57,52,0,19
259,male,group D,some high school,free/reduced,none,married,never,no,1,private,10-May,59,60,50,0,19
260,female,group B,some college,standard,none,married,never,yes,2,school_bus,> 10,79,89,87,0,19
261,female,group D,some college,standard,none,single,sometimes,no,2,school_bus,< 5,64,71,71,0,19
262,male,group E,bachelor's degree,free/reduced,none,married,sometimes,yes,2,school_bus,10-May,70,65,58,0,19
264,female,group C,bachelor's degree,standard,none,married,sometimes,yes,3,school_bus,< 5,46,59,61,0,19
265,female,group B,associate's degree,free/reduced,none,single,regularly,yes,3,private,> 10,43,58,52,0,19
266,female,group D,some college,free/reduced,none,married,never,yes,5,private,10-May,42,65,66,0,19
267,male,group C,NA,free/reduced,completed,NA,sometimes,yes,4,school_bus,10-May,68,64,71,0,19
268,male,group D,associate's degree,free/reduced,none,married,never,yes,3,school_bus,> 10,51,57,46,0,19
269,male,group D,bachelor's degree,standard,none,single,sometimes,no,1,school_bus,< 5,68,60,50,0,19
270,female,group D,some college,standard,none,married,regularly,yes,4,school_bus,> 10,74,76,83,0,19
271,male,group A,high school,free/reduced,none,married,sometimes,no,3,school_bus,> 10,63,62,61,0,19
273,female,group C,high school,free/reduced,completed,single,never,no,2,private,10-May,52,63,64,0,19
274,male,group C,high school,free/reduced,none,single,never,yes,3,school_bus,< 5,34,33,29,0,19
275,female,group D,some college,free/reduced,completed,married,regularly,yes,3,private,10-May,44,58,61,0,19
276,female,group C,bachelor's degree,free/reduced,NA,widowed,sometimes,yes,2,school_bus,10-May,66,75,72,0,19
277,male,group D,high school,standard,none,married,sometimes,yes,5,school_bus,10-May,65,55,57,0,19
278,male,group B,bachelor's degree,standard,completed,single,sometimes,yes,1,private,> 10,86,80,85,0,19
280,female,group C,bachelor's degree,free/reduced,completed,divorced,regularly,yes,NA,private,10-May,42,58,57,0,19
281,female,group D,associate's degree,free/reduced,none,divorced,regularly,yes,1,school_bus,10-May,56,77,73,0,19
282,female,group C,associate's degree,standard,completed,single,sometimes,yes,1,school_bus,NA,75,77,78,0,19
283,male,group B,associate's degree,standard,NA,married,NA,yes,1,private,10-May,75,82,84,0,19
284,female,group B,some college,standard,none,married,never,yes,1,NA,10-May,54,61,66,0,19
285,male,group C,some high school,standard,none,married,regularly,yes,4,school_bus,10-May,70,62,60,0,19
286,female,group E,some college,standard,none,married,never,yes,3,NA,< 5,79,89,85,0,19
287,male,group D,master's degree,free/reduced,none,divorced,sometimes,yes,1,school_bus,< 5,76,88,85,0,19
288,female,group D,high school,standard,none,single,never,yes,6,school_bus,10-May,83,93,90,0,19
290,female,group B,high school,standard,none,married,never,NA,2,school_bus,< 5,63,69,66,0,19
291,female,group B,bachelor's degree,standard,NA,married,sometimes,yes,1,school_bus,< 5,58,65,66,0,19
292,female,group C,some college,free/reduced,none,married,regularly,yes,1,private,10-May,53,60,62,0,19
293,female,group E,high school,free/reduced,none,married,regularly,yes,2,school_bus,< 5,51,63,65,0,19
294,male,group B,associate's degree,standard,none,married,regularly,yes,1,private,< 5,63,59,62,0,19
295,male,group B,NA,standard,none,married,never,yes,2,private,< 5,65,70,64,0,19
296,female,group A,high school,free/reduced,none,married,regularly,yes,1,private,< 5,34,51,48,0,19
299,male,group B,bachelor's degree,standard,completed,married,never,no,7,school_bus,< 5,65,61,58,0,19
300,female,group D,some college,free/reduced,none,married,regularly,yes,4,school_bus,10-May,46,53,57,0,19
301,female,group D,some college,free/reduced,completed,married,NA,yes,4,NA,> 10,54,58,72,0,19
302,female,group B,some college,free/reduced,NA,married,regularly,no,4,school_bus,< 5,60,69,78,0,19
303,male,group E,high school,standard,none,married,regularly,no,3,school_bus,10-May,87,76,77,0,19
304,female,NA,master's degree,standard,none,married,sometimes,no,4,school_bus,< 5,76,79,82,0,19
305,female,group D,high school,standard,completed,married,regularly,no,1,school_bus,< 5,69,81,85,0,19
306,female,group A,some high school,free/reduced,NA,married,sometimes,yes,1,school_bus,10-May,46,61,57,0,19
307,female,group C,some high school,standard,completed,divorced,sometimes,yes,3,private,NA,42,54,57,0,19
308,male,NA,high school,standard,completed,married,sometimes,yes,2,school_bus,10-May,58,62,57,0,19
309,female,group B,bachelor's degree,standard,completed,married,sometimes,yes,0,NA,> 10,65,71,75,0,19
310,male,group C,master's degree,standard,none,single,sometimes,yes,2,private,> 10,100,93,92,0,19
311,male,group D,associate's degree,standard,none,married,never,no,1,private,> 10,84,81,78,0,19
312,male,group C,some high school,free/reduced,none,married,regularly,yes,4,school_bus,10-May,29,30,25,0,19
313,female,group C,high school,standard,NA,divorced,sometimes,yes,3,private,10-May,66,79,75,0,19
314,male,group B,some college,standard,completed,married,regularly,yes,1,private,< 5,80,79,82,0,19
315,female,group B,some college,standard,none,widowed,sometimes,yes,0,school_bus,10-May,84,95,87,0,19
316,male,group B,high school,standard,none,married,never,no,2,school_bus,> 10,58,63,59,0,19
318,female,group C,some high school,standard,none,married,sometimes,yes,2,private,10-May,49,66,62,0,19
319,male,group C,some college,standard,completed,married,sometimes,yes,1,private,10-May,85,75,73,0,19
320,male,group B,associate's degree,free/reduced,none,married,regularly,yes,2,school_bus,10-May,57,55,55,0,19
321,male,group A,some college,standard,completed,married,regularly,yes,1,private,< 5,85,88,88,0,19
322,female,group B,some college,standard,completed,widowed,sometimes,yes,5,school_bus,> 10,54,52,61,0,19
323,male,group C,master's degree,free/reduced,none,single,regularly,no,3,private,< 5,62,58,61,0,19
324,male,group C,some college,standard,completed,married,sometimes,no,1,school_bus,< 5,51,51,49,0,19
325,male,group D,some college,standard,none,divorced,never,yes,2,school_bus,10-May,93,86,87,0,19
326,female,group C,high school,free/reduced,none,single,regularly,yes,5,NA,> 10,41,48,40,0,19
327,male,group B,some college,standard,NA,married,sometimes,yes,3,private,< 5,79,72,73,0,19
329,female,group E,some high school,standard,none,married,never,yes,0,private,10-May,60,68,66,0,19
