student_ID,ParentEduc,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,WritingScore,School
483,some college,yes,1,private,NA,74,15
484,some college,no,2,private,> 10,47,15
485,bachelor's degree,yes,0,private,5 to 10,70,15
486,bachelor's degree,no,3,school_bus,< 5,93,15
487,high school,no,3,private,> 10,70,15
488,some college,no,1,private,> 10,90,15
489,master's degree,no,2,school_bus,5 to 10,80,15
490,some high school,yes,6,NA,< 5,84,15
491,associate's degree,yes,2,school_bus,5 to 10,100,15
492,some high school,yes,4,NA,5 to 10,38,15
493,NA,yes,1,private,5 to 10,55,15
494,some college,no,1,NA,NA,68,15
495,bachelor's degree,no,4,school_bus,5 to 10,39,15
496,high school,yes,1,NA,> 10,52,15
497,some college,yes,2,private,> 10,64,15
499,some high school,no,1,school_bus,5 to 10,52,15
500,some high school,yes,1,school_bus,5 to 10,71,15
501,high school,NA,3,school_bus,5 to 10,62,15
502,some college,yes,0,school_bus,< 5,75,15
503,high school,yes,NA,private,< 5,60,15
504,some college,NA,1,NA,< 5,64,15
505,associate's degree,yes,2,school_bus,5 to 10,44,15
506,high school,no,2,private,5 to 10,58,15
507,high school,yes,4,NA,< 5,66,15
508,some college,yes,2,school_bus,5 to 10,43,15
513,some college,no,3,school_bus,> 10,57,15
514,associate's degree,yes,4,school_bus,< 5,42,15
515,some college,yes,4,private,< 5,67,15
516,some high school,no,4,school_bus,< 5,74,15
517,high school,no,2,school_bus,> 10,62,15
518,associate's degree,yes,0,private,> 10,65,15
519,high school,no,2,private,5 to 10,82,15
520,some college,no,3,private,5 to 10,65,15
521,associate's degree,no,5,private,5 to 10,57,15
522,some college,yes,0,school_bus,5 to 10,70,15
523,some college,yes,NA,NA,5 to 10,39,15
524,high school,yes,0,NA,5 to 10,75,15
525,NA,yes,1,NA,5 to 10,77,15
526,bachelor's degree,yes,3,school_bus,5 to 10,67,15
527,some high school,yes,2,school_bus,5 to 10,79,15
528,high school,no,NA,private,< 5,69,15
529,NA,yes,2,NA,5 to 10,51,15
530,bachelor's degree,yes,2,private,5 to 10,51,15
531,high school,yes,0,school_bus,< 5,75,15
532,bachelor's degree,yes,7,NA,> 10,100,15
533,some college,yes,1,private,5 to 10,61,15
534,master's degree,yes,2,school_bus,5 to 10,97,15
535,NA,yes,2,private,5 to 10,71,15
536,some high school,yes,2,private,< 5,66,15
537,some college,no,1,school_bus,> 10,74,15
538,associate's degree,yes,2,school_bus,5 to 10,91,15
539,bachelor's degree,no,2,school_bus,5 to 10,92,15
540,associate's degree,yes,3,school_bus,5 to 10,77,15
541,NA,yes,5,school_bus,5 to 10,57,15
542,high school,yes,3,private,5 to 10,70,15
543,some college,yes,1,private,< 5,59,15
544,NA,yes,4,NA,> 10,70,15
545,high school,yes,2,school_bus,5 to 10,81,15
546,some high school,no,5,private,5 to 10,57,15
547,high school,no,1,school_bus,5 to 10,55,15
548,master's degree,no,3,school_bus,< 5,72,15
549,high school,yes,1,private,5 to 10,87,15
550,some college,yes,1,NA,> 10,76,15
552,high school,yes,1,school_bus,> 10,100,15
553,associate's degree,no,7,NA,NA,46,15
554,high school,no,1,private,> 10,46,15
555,some high school,no,2,school_bus,5 to 10,62,15
556,some high school,yes,0,school_bus,5 to 10,59,15
557,associate's degree,no,5,private,5 to 10,90,15
558,some college,yes,3,private,< 5,77,15
559,high school,yes,0,private,5 to 10,63,15
560,some college,no,4,school_bus,< 5,72,15
561,high school,no,4,NA,< 5,57,15
562,some high school,yes,2,school_bus,5 to 10,54,15
563,some high school,no,2,private,5 to 10,54,15
564,bachelor's degree,yes,0,private,5 to 10,95,15
565,associate's degree,yes,4,school_bus,< 5,35,15
566,some college,no,3,school_bus,5 to 10,58,15
567,high school,yes,3,school_bus,< 5,74,15
568,some college,yes,1,NA,> 10,69,15
569,associate's degree,yes,0,private,< 5,87,15
570,high school,NA,3,private,> 10,51,15
571,some high school,yes,3,private,5 to 10,67,15
572,associate's degree,yes,4,school_bus,5 to 10,55,15
573,master's degree,yes,2,school_bus,5 to 10,84,15
574,associate's degree,yes,1,school_bus,5 to 10,71,15
575,some college,no,2,private,< 5,84,15
576,high school,no,2,school_bus,5 to 10,87,15
577,some high school,NA,NA,private,5 to 10,54,15
578,some high school,yes,1,school_bus,5 to 10,69,15
579,associate's degree,yes,0,private,> 10,77,15
580,some high school,no,NA,private,5 to 10,66,15
581,bachelor's degree,no,3,school_bus,< 5,98,15
582,bachelor's degree,no,4,NA,5 to 10,73,15
583,high school,no,1,school_bus,5 to 10,65,15
584,high school,yes,4,school_bus,< 5,87,15
585,bachelor's degree,no,2,NA,5 to 10,61,15
586,associate's degree,yes,1,school_bus,< 5,53,15
587,associate's degree,yes,3,school_bus,5 to 10,88,15
588,some college,yes,NA,school_bus,5 to 10,63,15
589,associate's degree,yes,0,private,> 10,58,15
590,associate's degree,yes,4,school_bus,5 to 10,65,15
591,bachelor's degree,no,2,private,5 to 10,80,15
592,bachelor's degree,yes,0,school_bus,5 to 10,63,15
593,associate's degree,no,7,private,< 5,91,15
594,master's degree,no,2,school_bus,5 to 10,78,15
595,high school,yes,3,school_bus,5 to 10,86,15
597,some high school,yes,1,school_bus,5 to 10,46,15
598,high school,yes,5,private,< 5,79,15
599,high school,yes,2,private,5 to 10,71,15
600,bachelor's degree,yes,3,school_bus,5 to 10,72,15
602,some high school,yes,0,private,< 5,35,15
603,bachelor's degree,yes,2,school_bus,< 5,80,15
604,high school,yes,0,school_bus,< 5,71,15
605,some high school,yes,4,school_bus,5 to 10,84,15
606,associate's degree,yes,1,NA,< 5,64,15
607,associate's degree,yes,0,school_bus,< 5,60,15
608,some college,yes,3,school_bus,5 to 10,63,15
609,some college,no,2,private,NA,67,15
611,some college,yes,5,school_bus,> 10,70,15
612,some high school,yes,2,school_bus,> 10,58,15
613,some high school,yes,0,school_bus,5 to 10,60,15
614,associate's degree,yes,1,school_bus,< 5,69,15
615,some college,yes,2,school_bus,> 10,61,15
616,associate's degree,no,2,school_bus,5 to 10,90,15
617,some college,no,4,private,5 to 10,52,15
618,master's degree,yes,0,school_bus,< 5,76,15
619,bachelor's degree,yes,3,NA,5 to 10,84,15
620,associate's degree,yes,NA,school_bus,5 to 10,61,15
621,associate's degree,no,1,private,5 to 10,100,15
622,some high school,yes,5,school_bus,5 to 10,51,15
623,some high school,no,1,school_bus,< 5,18,15
624,associate's degree,yes,4,private,5 to 10,76,15
625,some high school,no,4,private,5 to 10,61,15
626,some college,yes,1,NA,5 to 10,41,15
627,some high school,no,1,private,< 5,70,15
629,associate's degree,yes,1,school_bus,5 to 10,72,15
630,high school,yes,3,private,5 to 10,80,15
631,some college,no,3,private,> 10,72,15
633,high school,no,4,private,> 10,64,15
635,some high school,yes,2,private,< 5,43,15
636,associate's degree,yes,5,private,5 to 10,86,15
638,associate's degree,no,NA,school_bus,5 to 10,83,15
639,some college,yes,3,NA,< 5,53,15
640,some college,yes,0,private,< 5,82,15
641,NA,yes,3,private,> 10,62,15
642,associate's degree,yes,1,private,5 to 10,80,15
643,associate's degree,no,1,private,5 to 10,67,15
644,bachelor's degree,no,1,school_bus,5 to 10,64,15
645,NA,yes,2,NA,< 5,66,15
646,associate's degree,no,5,private,5 to 10,62,15
647,associate's degree,yes,5,school_bus,5 to 10,61,15
648,master's degree,yes,0,school_bus,5 to 10,80,15
649,high school,no,NA,private,< 5,60,15
650,NA,yes,1,school_bus,< 5,68,15
651,associate's degree,yes,3,NA,5 to 10,83,15
652,associate's degree,yes,1,private,< 5,92,15
653,some college,yes,3,school_bus,> 10,71,15
654,some college,no,4,school_bus,5 to 10,99,15
655,some college,yes,1,school_bus,5 to 10,68,15
656,high school,yes,3,school_bus,5 to 10,58,15
657,high school,no,3,school_bus,5 to 10,80,15
658,NA,yes,0,school_bus,5 to 10,81,15
659,some college,yes,3,school_bus,< 5,62,15
660,bachelor's degree,yes,2,private,> 10,53,15
661,some high school,no,1,private,> 10,67,15
662,some college,yes,4,school_bus,5 to 10,93,15
663,associate's degree,yes,1,private,> 10,74,15
664,some college,yes,NA,private,5 to 10,83,15
665,associate's degree,yes,3,private,> 10,88,15
666,associate's degree,yes,1,school_bus,< 5,66,15
668,high school,no,4,school_bus,5 to 10,91,15
669,high school,no,2,NA,5 to 10,54,15
670,some high school,yes,1,private,5 to 10,48,15
671,NA,yes,0,private,5 to 10,55,15
672,master's degree,no,2,school_bus,5 to 10,84,15
673,some high school,no,4,private,< 5,53,15
674,some high school,yes,3,private,< 5,83,15
675,some college,yes,1,private,5 to 10,85,15
676,some college,yes,1,school_bus,5 to 10,71,15
677,bachelor's degree,yes,0,school_bus,5 to 10,55,15
678,high school,yes,2,private,5 to 10,86,15
679,associate's degree,yes,1,private,5 to 10,90,15
680,high school,no,2,private,5 to 10,47,15
681,some college,yes,3,private,5 to 10,75,15
682,some high school,NA,0,NA,5 to 10,56,15
683,associate's degree,yes,4,school_bus,5 to 10,66,15
684,associate's degree,yes,3,NA,5 to 10,78,15
685,some high school,yes,1,NA,< 5,57,15
686,associate's degree,no,3,NA,5 to 10,89,15
687,some college,yes,3,private,5 to 10,85,15
688,high school,yes,NA,private,5 to 10,71,15
690,associate's degree,no,3,school_bus,> 10,79,15
691,NA,yes,3,private,5 to 10,59,15
692,high school,no,3,private,5 to 10,57,15
694,some college,yes,4,school_bus,5 to 10,96,15
695,NA,no,3,school_bus,5 to 10,60,15
697,high school,yes,1,NA,NA,64,15
698,high school,yes,2,school_bus,NA,82,15
699,some college,yes,7,private,5 to 10,65,15
700,high school,yes,2,school_bus,< 5,57,15
702,some college,no,2,school_bus,NA,81,15
703,some college,yes,3,school_bus,< 5,71,15
704,bachelor's degree,yes,2,school_bus,5 to 10,80,15
705,high school,yes,NA,private,5 to 10,100,15
706,some college,no,6,school_bus,> 10,60,15
707,some high school,yes,1,school_bus,< 5,60,15
708,some college,yes,2,school_bus,5 to 10,59,15
709,some college,yes,3,school_bus,< 5,65,15
710,some high school,yes,1,school_bus,5 to 10,80,15
711,some college,yes,2,school_bus,5 to 10,84,15
712,master's degree,yes,1,school_bus,> 10,90,15
713,high school,yes,3,private,5 to 10,50,15
714,some high school,yes,5,school_bus,5 to 10,70,15
715,some high school,yes,4,NA,5 to 10,64,15
716,associate's degree,yes,1,private,> 10,52,15
717,NA,yes,7,private,> 10,65,15
718,high school,no,2,school_bus,5 to 10,94,15
719,associate's degree,yes,5,school_bus,> 10,37,15
720,NA,yes,0,private,< 5,49,15
721,some college,yes,NA,private,5 to 10,82,15
722,bachelor's degree,yes,3,NA,5 to 10,56,15
723,master's degree,no,2,school_bus,> 10,86,15
724,some high school,no,4,school_bus,< 5,51,15
725,associate's degree,yes,2,NA,> 10,81,15
726,bachelor's degree,yes,0,school_bus,5 to 10,74,15
727,some high school,yes,1,school_bus,> 10,39,15
728,some high school,yes,5,school_bus,5 to 10,52,15
729,bachelor's degree,yes,2,private,5 to 10,99,15
730,high school,yes,2,NA,5 to 10,44,15
731,master's degree,no,3,private,> 10,68,15
732,associate's degree,no,2,private,5 to 10,65,15
733,high school,no,4,private,5 to 10,58,15
734,NA,no,1,private,5 to 10,61,15
735,bachelor's degree,yes,3,school_bus,5 to 10,85,15
736,associate's degree,yes,0,school_bus,5 to 10,73,15
737,some college,yes,0,private,< 5,53,15
738,some college,yes,3,school_bus,5 to 10,92,15
739,bachelor's degree,no,1,private,5 to 10,93,15
740,some college,yes,3,school_bus,NA,81,15
742,some high school,yes,5,school_bus,5 to 10,73,15
743,high school,no,5,school_bus,< 5,63,15
744,some high school,no,4,private,> 10,55,15
745,some high school,yes,NA,private,5 to 10,79,15
746,some high school,no,1,private,< 5,30,15
748,high school,yes,1,private,5 to 10,83,15
749,associate's degree,yes,3,school_bus,< 5,87,15
750,some high school,yes,1,private,5 to 10,52,15
752,high school,yes,2,private,5 to 10,89,15
753,some college,yes,2,school_bus,5 to 10,57,15
755,bachelor's degree,yes,2,private,5 to 10,51,15
756,associate's degree,yes,2,private,< 5,83,15
759,associate's degree,yes,4,school_bus,5 to 10,67,15
760,high school,yes,3,school_bus,5 to 10,56,15
761,master's degree,yes,0,school_bus,5 to 10,68,15
762,some college,yes,2,school_bus,5 to 10,66,15
764,bachelor's degree,yes,1,school_bus,5 to 10,72,15
765,some college,yes,2,NA,5 to 10,57,15
766,some college,yes,2,private,< 5,89,15
767,high school,yes,1,private,< 5,47,15
768,some college,yes,5,school_bus,5 to 10,92,15
769,NA,no,2,NA,5 to 10,65,15
770,bachelor's degree,yes,3,private,5 to 10,100,15
771,some high school,yes,0,school_bus,5 to 10,48,15
772,associate's degree,no,1,school_bus,5 to 10,49,15
773,NA,yes,0,NA,> 10,61,15
774,some high school,yes,3,school_bus,5 to 10,82,15
775,NA,yes,0,school_bus,5 to 10,76,15
776,some high school,yes,3,NA,< 5,76,15
777,associate's degree,yes,2,school_bus,5 to 10,66,15
778,some college,no,1,school_bus,5 to 10,50,15
779,some college,no,4,school_bus,< 5,79,15
781,bachelor's degree,yes,3,school_bus,> 10,79,15
782,master's degree,no,5,school_bus,< 5,95,15
783,bachelor's degree,no,2,school_bus,> 10,68,15
784,associate's degree,yes,0,private,5 to 10,59,15
785,high school,yes,2,private,5 to 10,46,15
786,associate's degree,no,2,school_bus,> 10,44,15
787,some high school,yes,3,school_bus,< 5,77,15
788,some college,no,1,school_bus,5 to 10,92,15
789,associate's degree,no,1,private,< 5,67,15
790,high school,no,1,private,> 10,61,15
791,high school,yes,0,school_bus,< 5,79,15
792,high school,no,1,private,5 to 10,44,15
793,some college,no,1,NA,5 to 10,76,15
794,some high school,yes,0,school_bus,5 to 10,91,15
795,associate's degree,no,3,private,> 10,76,15
796,some high school,yes,3,NA,< 5,67,15
797,some high school,yes,1,school_bus,< 5,52,15
798,high school,no,2,school_bus,< 5,49,15
800,some high school,yes,1,private,< 5,56,15
801,high school,yes,3,private,5 to 10,36,15
802,bachelor's degree,no,2,school_bus,< 5,88,15
803,master's degree,no,2,school_bus,5 to 10,73,15
804,some high school,yes,0,school_bus,5 to 10,73,15
805,some high school,yes,0,school_bus,5 to 10,90,15
806,some college,yes,0,NA,< 5,41,15
807,associate's degree,NA,1,school_bus,5 to 10,61,15
808,associate's degree,no,3,school_bus,> 10,54,15
809,high school,yes,1,school_bus,> 10,61,15
810,NA,yes,0,school_bus,5 to 10,93,15
811,NA,no,4,school_bus,> 10,58,15
812,some high school,no,2,NA,< 5,70,15
813,high school,yes,1,school_bus,5 to 10,40,15
814,some college,yes,2,school_bus,> 10,78,15
815,some college,yes,3,school_bus,5 to 10,76,15
816,some high school,yes,2,private,< 5,64,15
817,high school,NA,3,private,< 5,42,15
818,associate's degree,no,1,private,5 to 10,85,15
819,associate's degree,yes,5,private,5 to 10,56,15
820,high school,yes,2,private,> 10,62,15
821,NA,no,2,private,NA,91,15
822,some high school,no,2,NA,< 5,88,15
823,some high school,yes,1,private,5 to 10,48,15
824,associate's degree,no,1,school_bus,5 to 10,58,15
825,bachelor's degree,no,1,private,5 to 10,63,15
826,high school,yes,1,private,< 5,30,15
827,master's degree,yes,1,school_bus,5 to 10,87,15
829,some college,yes,4,school_bus,< 5,88,15
830,bachelor's degree,yes,4,school_bus,5 to 10,94,15
831,some college,no,2,school_bus,< 5,55,15
832,bachelor's degree,yes,5,private,5 to 10,82,15
833,associate's degree,yes,3,private,5 to 10,72,15
834,some high school,no,1,school_bus,> 10,78,15
835,bachelor's degree,no,1,school_bus,< 5,52,15
836,some college,yes,3,NA,5 to 10,69,15
837,associate's degree,no,1,school_bus,< 5,80,15
838,associate's degree,no,4,private,5 to 10,72,15
839,some college,yes,0,school_bus,5 to 10,55,15
840,some college,yes,2,school_bus,5 to 10,58,15
841,some college,yes,2,private,> 10,79,15
842,some high school,yes,3,school_bus,5 to 10,52,15
843,associate's degree,yes,4,NA,< 5,79,15
844,high school,yes,2,private,5 to 10,82,15
845,associate's degree,yes,0,private,5 to 10,74,15
847,associate's degree,yes,1,school_bus,5 to 10,53,15
848,bachelor's degree,yes,1,school_bus,> 10,88,15
849,some college,no,1,private,5 to 10,82,15
850,associate's degree,yes,0,school_bus,5 to 10,70,15
851,some high school,yes,2,school_bus,> 10,58,15
852,high school,yes,2,school_bus,NA,40,15
853,some college,yes,1,private,5 to 10,94,15
854,NA,yes,2,private,5 to 10,74,15
855,bachelor's degree,yes,2,private,5 to 10,93,15
856,associate's degree,no,2,private,5 to 10,70,15
858,some college,yes,1,private,5 to 10,56,15
859,associate's degree,yes,NA,school_bus,5 to 10,83,15
860,some high school,yes,NA,private,< 5,83,15
861,some college,no,1,NA,< 5,85,15
862,bachelor's degree,yes,0,private,5 to 10,77,15
863,associate's degree,yes,2,school_bus,5 to 10,74,15
864,some high school,yes,2,school_bus,> 10,71,15
865,some college,yes,2,school_bus,5 to 10,93,15
866,high school,yes,2,school_bus,< 5,54,15
867,associate's degree,yes,0,private,< 5,78,15
868,some college,yes,3,school_bus,5 to 10,61,15
869,NA,yes,2,school_bus,< 5,63,15
870,associate's degree,yes,6,school_bus,5 to 10,75,15
871,associate's degree,NA,NA,school_bus,< 5,44,15
872,some high school,yes,0,NA,5 to 10,84,15
873,some high school,yes,0,private,5 to 10,54,15
874,some high school,NA,6,NA,< 5,45,15
875,NA,yes,1,NA,< 5,80,15
876,associate's degree,yes,2,school_bus,5 to 10,55,15
878,high school,yes,3,school_bus,< 5,56,15
879,bachelor's degree,yes,0,school_bus,> 10,81,15
880,some college,yes,2,private,5 to 10,86,15
881,some college,no,2,school_bus,5 to 10,42,15
882,some college,yes,0,school_bus,5 to 10,75,15
883,high school,yes,1,school_bus,> 10,76,15
886,NA,yes,3,private,< 5,41,15
887,some college,no,1,school_bus,< 5,80,15
888,some high school,no,NA,private,> 10,60,15
889,bachelor's degree,yes,5,private,> 10,56,15
891,high school,no,2,private,> 10,63,15
892,some college,yes,3,private,5 to 10,79,15
893,bachelor's degree,no,3,school_bus,< 5,76,15
894,bachelor's degree,yes,1,school_bus,5 to 10,84,15
895,some high school,yes,1,school_bus,< 5,44,15
896,bachelor's degree,yes,2,NA,< 5,71,15
897,associate's degree,yes,1,private,5 to 10,88,15
